ID_Objectif,ID_Projet,ID_Geo,Nom_Geo_1,Nom_Geo_2,ID_Localite,ID_Tache,Designation,Quantite_Prevue,ID_Materiel
OBJ_0018,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_43,TASK_Fouille_HTA,Fouille HTA (tranchée),31.0,MAT_FOUILLE_HTA
OBJ_0019,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_43,TASK_Fouille_BT,Fouille BT (tranchée),159.0,MAT_FOUILLE_BT
OBJ_0020,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_BT,Poteau béton armé BT,2.0,MAT_POTEAU_BT
OBJ_0021,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_BT,Poteau béton armé BT,50.0,MAT_POTEAU_BT
OBJ_0022,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_BT,Poteau béton armé BT,48.0,MAT_POTEAU_BT
OBJ_0023,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_BT,Poteau béton armé BT,3.0,MAT_POTEAU_BT
OBJ_0024,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0025,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0026,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0027,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_Cable_HTA,Câble HTA,73.4,MAT_CABLE_HTA
OBJ_0028,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_Cable_BT,Câble BT,2950.0,MAT_CABLE_BT
OBJ_0029,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_Cable_BT,Câble BT,1230.0,MAT_CABLE_BT
OBJ_0030,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_DMT,Disjoncteur de poteau DMT-CC,1.0,MAT_DISJONCTEUR
OBJ_0031,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_IACM,Armement IACM,1.0,MAT_ARMEMENT
OBJ_0032,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_TFO,Transformateur HTA/BT,1.0,MAT_TRANSFO
OBJ_0033,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_EP,Luminaire éclairage public,46.0,MAT_LUMINAIRE_EP
OBJ_0034,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_Terre,Prise de terre,34.0,MAT_PRISE_TERRE
OBJ_0035,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_Fouille_HTA,Fouille HTA (tranchée),3.0,MAT_FOUILLE_HTA
OBJ_0036,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_53,TASK_Fouille_BT,Fouille BT (tranchée),104.0,MAT_FOUILLE_BT
OBJ_0037,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_BT,Poteau béton armé BT,2.0,MAT_POTEAU_BT
OBJ_0038,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_BT,Poteau béton armé BT,292.0,MAT_POTEAU_BT
OBJ_0039,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_BT,Poteau béton armé BT,219.0,MAT_POTEAU_BT
OBJ_0040,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_BT,Poteau béton armé BT,26.0,MAT_POTEAU_BT
OBJ_0041,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_HTA,Poteau béton armé HTA,3.0,MAT_POTEAU_HTA
OBJ_0042,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_HTA,Poteau béton armé HTA,4.0,MAT_POTEAU_HTA
OBJ_0043,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_HTA,Poteau béton armé HTA,48.0,MAT_POTEAU_HTA
OBJ_0044,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0045,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_PBA_HTA,Poteau béton armé HTA,27.0,MAT_POTEAU_HTA
OBJ_0046,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Cable_HTA,Câble HTA,1500.0,MAT_CABLE_HTA
OBJ_0047,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Cable_HTA,Câble HTA,1350.0,MAT_CABLE_HTA
OBJ_0048,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Cable_BT,Câble BT,18980.0,MAT_CABLE_BT
OBJ_0049,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Cable_BT,Câble BT,6530.0,MAT_CABLE_BT
OBJ_0050,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_DMT,Disjoncteur de poteau DMT-CC,3.0,MAT_DISJONCTEUR
OBJ_0051,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_IACM,Armement IACM,3.0,MAT_ARMEMENT
OBJ_0052,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_TFO,Transformateur HTA/BT,3.0,MAT_TRANSFO
OBJ_0053,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_EP,Luminaire éclairage public,242.0,MAT_LUMINAIRE_EP
OBJ_0054,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Terre,Prise de terre,171.0,MAT_PRISE_TERRE
OBJ_0055,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Fouille_HTA,Fouille HTA (tranchée),83.0,MAT_FOUILLE_HTA
OBJ_0056,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_40,TASK_Fouille_BT,Fouille BT (tranchée),530.0,MAT_FOUILLE_BT
OBJ_0057,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_BT,Poteau béton armé BT,4.0,MAT_POTEAU_BT
OBJ_0058,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_BT,Poteau béton armé BT,93.0,MAT_POTEAU_BT
OBJ_0059,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_BT,Poteau béton armé BT,61.0,MAT_POTEAU_BT
OBJ_0060,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_BT,Poteau béton armé BT,6.0,MAT_POTEAU_BT
OBJ_0061,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_BT,Poteau béton armé BT,1.0,MAT_POTEAU_BT
OBJ_0062,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0063,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0064,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_HTA,Poteau béton armé HTA,2.0,MAT_POTEAU_HTA
OBJ_0065,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_PBA_HTA,Poteau béton armé HTA,7.0,MAT_POTEAU_HTA
OBJ_0066,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_Cable_HTA,Câble HTA,330.0,MAT_CABLE_HTA
OBJ_0067,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_Cable_BT,Câble BT,5050.0,MAT_CABLE_BT
OBJ_0068,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_Cable_BT,Câble BT,1366.0,MAT_CABLE_BT
OBJ_0069,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_DMT,Disjoncteur de poteau DMT-CC,1.0,MAT_DISJONCTEUR
OBJ_0070,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_IACM,Armement IACM,1.0,MAT_ARMEMENT
OBJ_0071,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_TFO,Transformateur HTA/BT,1.0,MAT_TRANSFO
OBJ_0072,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_EP,Luminaire éclairage public,78.0,MAT_LUMINAIRE_EP
OBJ_0073,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_Terre,Prise de terre,53.0,MAT_PRISE_TERRE
OBJ_0074,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_Fouille_HTA,Fouille HTA (tranchée),11.0,MAT_FOUILLE_HTA
OBJ_0075,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_19,TASK_Fouille_BT,Fouille BT (tranchée),166.0,MAT_FOUILLE_BT
OBJ_0076,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_BT,Poteau béton armé BT,2.0,MAT_POTEAU_BT
OBJ_0077,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_BT,Poteau béton armé BT,100.0,MAT_POTEAU_BT
OBJ_0078,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_BT,Poteau béton armé BT,75.0,MAT_POTEAU_BT
OBJ_0079,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_BT,Poteau béton armé BT,18.0,MAT_POTEAU_BT
OBJ_0080,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_HTA,Poteau béton armé HTA,2.0,MAT_POTEAU_HTA
OBJ_0081,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_HTA,Poteau béton armé HTA,3.0,MAT_POTEAU_HTA
OBJ_0082,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_HTA,Poteau béton armé HTA,3.0,MAT_POTEAU_HTA
OBJ_0083,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_PBA_HTA,Poteau béton armé HTA,4.0,MAT_POTEAU_HTA
OBJ_0084,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_Cable_HTA,Câble HTA,390.0,MAT_CABLE_HTA
OBJ_0085,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_Cable_BT,Câble BT,8468.0,MAT_CABLE_BT
OBJ_0086,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_Cable_BT,Câble BT,1470.0,MAT_CABLE_BT
OBJ_0087,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_DMT,Disjoncteur de poteau DMT-CC,2.0,MAT_DISJONCTEUR
OBJ_0088,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_IACM,Armement IACM,2.0,MAT_ARMEMENT
OBJ_0089,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_TFO,Transformateur HTA/BT,2.0,MAT_TRANSFO
OBJ_0090,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_EP,Luminaire éclairage public,108.0,MAT_LUMINAIRE_EP
OBJ_0091,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_Terre,Prise de terre,77.0,MAT_PRISE_TERRE
OBJ_0092,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_Fouille_HTA,Fouille HTA (tranchée),12.0,MAT_FOUILLE_HTA
OBJ_0093,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_26,TASK_Fouille_BT,Fouille BT (tranchée),197.0,MAT_FOUILLE_BT
OBJ_0094,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_BT,Poteau béton armé BT,3.0,MAT_POTEAU_BT
OBJ_0095,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_BT,Poteau béton armé BT,126.0,MAT_POTEAU_BT
OBJ_0096,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_BT,Poteau béton armé BT,125.0,MAT_POTEAU_BT
OBJ_0097,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_BT,Poteau béton armé BT,11.0,MAT_POTEAU_BT
OBJ_0098,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_HTA,Poteau béton armé HTA,3.0,MAT_POTEAU_HTA
OBJ_0099,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_HTA,Poteau béton armé HTA,53.0,MAT_POTEAU_HTA
OBJ_0100,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_PBA_HTA,Poteau béton armé HTA,6.0,MAT_POTEAU_HTA
OBJ_0101,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_Cable_HTA,Câble HTA,250.0,MAT_CABLE_HTA
OBJ_0102,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_Cable_BT,Câble BT,6965.0,MAT_CABLE_BT
OBJ_0103,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_Cable_BT,Câble BT,7256.0,MAT_CABLE_BT
OBJ_0104,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_DMT,Disjoncteur de poteau DMT-CC,3.0,MAT_DISJONCTEUR
OBJ_0105,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_IACM,Armement IACM,3.0,MAT_ARMEMENT
OBJ_0106,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_TFO,Transformateur HTA/BT,3.0,MAT_TRANSFO
OBJ_0107,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_EP,Luminaire éclairage public,115.0,MAT_LUMINAIRE_EP
OBJ_0108,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_Terre,Prise de terre,95.0,MAT_PRISE_TERRE
OBJ_0109,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_Fouille_HTA,Fouille HTA (tranchée),62.0,MAT_FOUILLE_HTA
OBJ_0110,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_34,TASK_Fouille_BT,Fouille BT (tranchée),268.0,MAT_FOUILLE_BT
OBJ_0111,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_BT,Poteau béton armé BT,29.0,MAT_POTEAU_BT
OBJ_0112,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_BT,Poteau béton armé BT,15.0,MAT_POTEAU_BT
OBJ_0113,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_BT,Poteau béton armé BT,5.0,MAT_POTEAU_BT
OBJ_0114,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0115,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0116,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_HTA,Poteau béton armé HTA,7.0,MAT_POTEAU_HTA
OBJ_0117,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_PBA_HTA,Poteau béton armé HTA,5.0,MAT_POTEAU_HTA
OBJ_0118,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Cable_HTA,Câble HTA,55.0,MAT_CABLE_HTA
OBJ_0119,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Cable_HTA,Câble HTA,200.0,MAT_CABLE_HTA
OBJ_0120,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Cable_BT,Câble BT,2930.0,MAT_CABLE_BT
OBJ_0121,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Cable_BT,Câble BT,505.0,MAT_CABLE_BT
OBJ_0122,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_DMT,Disjoncteur de poteau DMT-CC,1.0,MAT_DISJONCTEUR
OBJ_0123,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_IACM,Armement IACM,1.0,MAT_ARMEMENT
OBJ_0124,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_TFO,Transformateur HTA/BT,1.0,MAT_TRANSFO
OBJ_0125,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_EP,Luminaire éclairage public,40.0,MAT_LUMINAIRE_EP
OBJ_0126,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Terre,Prise de terre,31.0,MAT_PRISE_TERRE
OBJ_0127,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Fouille_HTA,Fouille HTA (tranchée),14.0,MAT_FOUILLE_HTA
OBJ_0128,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_06,TASK_Fouille_BT,Fouille BT (tranchée),57.0,MAT_FOUILLE_BT
OBJ_0129,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_BT,Poteau béton armé BT,97.0,MAT_POTEAU_BT
OBJ_0130,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_BT,Poteau béton armé BT,81.0,MAT_POTEAU_BT
OBJ_0131,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_BT,Poteau béton armé BT,23.0,MAT_POTEAU_BT
OBJ_0132,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_BT,Poteau béton armé BT,1.0,MAT_POTEAU_BT
OBJ_0133,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0134,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0135,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0136,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_Cable_HTA,Câble HTA,100.0,MAT_CABLE_HTA
OBJ_0137,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_Cable_BT,Câble BT,6456.0,MAT_CABLE_BT
OBJ_0138,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_Cable_BT,Câble BT,1235.0,MAT_CABLE_BT
OBJ_0139,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_DMT,Disjoncteur de poteau DMT-CC,1.0,MAT_DISJONCTEUR
OBJ_0140,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_TFO,Transformateur HTA/BT,1.0,MAT_TRANSFO
OBJ_0141,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_EP,Luminaire éclairage public,65.0,MAT_LUMINAIRE_EP
OBJ_0142,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_Terre,Prise de terre,50.0,MAT_PRISE_TERRE
OBJ_0143,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_Fouille_HTA,Fouille HTA (tranchée),3.0,MAT_FOUILLE_HTA
OBJ_0144,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_03,TASK_Fouille_BT,Fouille BT (tranchée),203.0,MAT_FOUILLE_BT
OBJ_0145,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_PBA_BT,Poteau béton armé BT,18.0,MAT_POTEAU_BT
OBJ_0146,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_PBA_BT,Poteau béton armé BT,30.0,MAT_POTEAU_BT
OBJ_0147,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_PBA_BT,Poteau béton armé BT,2.0,MAT_POTEAU_BT
OBJ_0148,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_PBA_HTA,Poteau béton armé HTA,1.0,MAT_POTEAU_HTA
OBJ_0149,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_PBA_HTA,Poteau béton armé HTA,4.0,MAT_POTEAU_HTA
OBJ_0150,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_Cable_HTA,Câble HTA,100.0,MAT_CABLE_HTA
OBJ_0151,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_Cable_BT,Câble BT,2287.0,MAT_CABLE_BT
OBJ_0152,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_Cable_BT,Câble BT,96.0,MAT_CABLE_BT
OBJ_0153,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_DMT,Disjoncteur de poteau DMT-CC,1.0,MAT_DISJONCTEUR
OBJ_0154,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_IACM,Armement IACM,1.0,MAT_ARMEMENT
OBJ_0155,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_TFO,Transformateur HTA/BT,1.0,MAT_TRANSFO
OBJ_0156,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_EP,Luminaire éclairage public,26.0,MAT_LUMINAIRE_EP
OBJ_0157,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_Terre,Prise de terre,22.0,MAT_PRISE_TERRE
OBJ_0158,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_Fouille_HTA,Fouille HTA (tranchée),5.0,MAT_FOUILLE_HTA
OBJ_0159,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_47,TASK_Fouille_BT,Fouille BT (tranchée),51.0,MAT_FOUILLE_BT
OBJ_0160,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_PBA_BT,Poteau béton armé BT,1.0,MAT_POTEAU_BT
OBJ_0161,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_PBA_BT,Poteau béton armé BT,21.0,MAT_POTEAU_BT
OBJ_0162,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_PBA_BT,Poteau béton armé BT,30.0,MAT_POTEAU_BT
OBJ_0163,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_PBA_BT,Poteau béton armé BT,3.0,MAT_POTEAU_BT
OBJ_0164,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_Cable_BT,Câble BT,2248.0,MAT_CABLE_BT
OBJ_0165,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_EP,Luminaire éclairage public,15.0,MAT_LUMINAIRE_EP
OBJ_0166,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_Terre,Prise de terre,15.0,MAT_PRISE_TERRE
OBJ_0167,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_18,TASK_Fouille_BT,Fouille BT (tranchée),56.0,MAT_FOUILLE_BT
OBJ_0168,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_BT,Poteau béton armé BT,128.0,MAT_POTEAU_BT
OBJ_0169,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_BT,Poteau béton armé BT,92.0,MAT_POTEAU_BT
OBJ_0170,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_BT,Poteau béton armé BT,20.0,MAT_POTEAU_BT
OBJ_0171,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_HTA,Poteau béton armé HTA,2.0,MAT_POTEAU_HTA
OBJ_0172,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_HTA,Poteau béton armé HTA,2.0,MAT_POTEAU_HTA
OBJ_0173,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_HTA,Poteau béton armé HTA,4.0,MAT_POTEAU_HTA
OBJ_0174,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_PBA_HTA,Poteau béton armé HTA,8.0,MAT_POTEAU_HTA
OBJ_0175,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_Cable_HTA,Câble HTA,600.0,MAT_CABLE_HTA
OBJ_0176,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_Cable_BT,Câble BT,8111.0,MAT_CABLE_BT
OBJ_0177,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_Cable_BT,Câble BT,3337.0,MAT_CABLE_BT
OBJ_0178,DEMO_PROJ_01,3,ATACORA,Commune_H,Site_16,TASK_DMT,Disjoncteur de poteau DMT-CC,2.0,MAT_DISJONCTEUR
